gvkey,conm,tic,cusip,cik,sic,naics,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
001206,AIR INDS CORP,AIRI.1,009122102,,3452,,P,01,LC,11325,22268,1972-12-14,1973-12-31
001208,AIR MIDWEST INC,AMWI.,009135104,0000310454,4512,481,P,01,LU,11341,5678,1982-11-05,1991-07-31
001209,AIR PRODUCTS & CHEMICALS INC,APD,009158106,0000002969,2810,325120,P,01,LC,28222,20030,1962-01-31,E
001210,AIR T INC,AIRT,009207101,0000353184,4513,492110,C,01,LC,11368,6977,1984-04-23,E
001211,AIR WEST INC,AWT.,009230103,,4512,,C,00X,LC,43756,24706,1966-09-06,1968-12-31
001212,AIR WISCONSIN SERVICES INC,ARWS,009236100,0000717324,4512,481,P,01,LU,11376,359,1979-01-31,1992-01-31
001213,AIRBORNE INC,ABF,009269101,0000003000,4513,492110,P,01,LU,51721,20031,1971-01-05,2003-08-15
001214,ACI HOLDING INC,ACF.1,000865105,0000793154,4512,4811,P,01,LU,67125,6325,1983-08-25,1987-04-30
001215,AIRCO INC,AN.1,009292103,0000003010,2810,,C,00X,LU,10102,22164,1950-01-01,1962-01-30
001215,AIRCO INC,AN.1,009292103,0000003010,2810,,P,01,LU,10102,22164,1962-01-31,1978-04-28
001217,AIRLIFT INTERNATIONAL INC,ALFT,009374109,0000003042,4512,,C,00X,LU,46244,161,1973-07-01,1978-06-29
001217,AIRLIFT INTERNATIONAL INC,ALFT,009374109,0000003042,4512,,C,01,LU,46244,161,1978-06-30,1980-11-03
001218,AIRPAX ELECTRONICS INC,AXE.1,009446105,0000003050,3679,,P,01,LU,44775,24775,1967-08-03,1976-04-30
001219,AIRWICK INDUSTRIES INC,AWI.1,009536301,0000003086,2840,,P,01,LC,47378,24936,1968-12-19,1974-05-31
001220,AJAX MAGNETHERMIC CORP,AJX.1,009644105,0000003094,3560,322299,P,01,LC,41793,24562,1965-04-07,1975-07-31
001221,AKZONA,AXO.2,010202109,,2820,,P,01,LU,25662,23350,1962-01-31,1982-08-31
001222,ALA MOANA HAWAII PROPERTIES,ALA.2,010207108,0000353502,6512,531120,P,01,LC,63415,25710,1982-01-29,1988-04-22
001222,ALA MOANA HAWAII PROPERTIES,ALA.2,010207108,0000353502,6512,531120,C,00X,LC,63415,25710,1982-01-01,1982-01-28
001226,ALAMCO INC,AXO.1,010742203,0000355115,1311,211111,P,02,LU,64848,5335,1982-03-24,1997-08-29
001227,ALAMITO CO,ATO.3,011240108,,4911,221119,P,01,LU,67133,25779,1985-01-07,1986-05-30
001228,ALANCO TECHNOLOGIES INC,ALAN,011612702,0000098618,4950,221320,C,02,LC,11456,5348,1988-08-23,1990-02-01
001228,ALANCO TECHNOLOGIES INC,ALAN,011612702,0000098618,4950,221320,C,02,LC,11456,5348,1990-04-23,2011-07-25
001228,ALANCO TECHNOLOGIES INC,ALAN,011612702,0000098618,4950,221320,C,02,LC,11456,5348,1982-05-14,1986-01-22
001229,ALANTHUS CORP,ALTS.,011634102,0000003193,7350,,P,01,LU,11472,183,1972-12-14,1978-07-31
001230,ALASKA AIR GROUP INC,ALK,011659109,0000766421,4512,481111,P,01,LU,28804,20035,1966-01-31,E
001232,ALASKA INTL INDUSTRIES INC,ALKA,011723103,0000003241,1600,,P,01,LU,11520,167,1974-11-05,1979-08-31
001233,ALASKA NORTHWEST PROPERTIES,3ANWP,011750205,0000313809,6512,531120,C,01,LU,11536,285,1980-05-30,1987-06-18
001234,ATRION CORP,ATRI,049904105,0000701288,3841,339112,P,01,LU,11587,392,1972-12-14,2024-08-30
001235,ALBA-WALDENSIAN INC,AWS.1,012041109,0000003292,2250,315192,P,01,LU,49584,20036,1969-11-25,1999-12-31
001236,ALBANY INTL CORP  -OLD,ABY.,012347100,,2221,,P,01,LU,57998,132,1972-12-14,1983-07-29
001238,ALBERTA ENERGY CO LTD,AOG.3,012873105,0000927600,1311,211111,P,01,LC,82233,27934,1995-09-21,2002-04-05
001239,ALBERTO-CULVER CO,ACV.1,013078100,0001368457,2844,325620,J,02,LC,69163,8127,1986-04-23,2003-11-05
001239,ALBERTO-CULVER CO,ACV.1,013078100,0001368457,2844,325620,P,01,LC,42083,8127,1965-06-11,2011-05-10
001240,ALBERTSON'S INC,ABS.1,013104104,0000003333,5411,445110,P,01,LU,50032,20038,1970-02-10,2006-06-30
001241,ALBION INTL RESOURCES INC,6584B,013325105,,1311,211111,P,01,LU,11608,7161,1984-08-01,1989-06-30
001242,ALBUQUERQUE WESTN SOLAR INDS,2873B,013655204,,6799,523999,P,01,LC,11616,186,1979-01-31,1980-06-27
001243,ALCAN INC,AL.1,013716105,0000004285,3350,331319,P,01,LC,24264,20039,1962-01-31,2007-11-14
001243,ALCAN INC,AL.1,013716105,0000004285,3350,331319,C,00X,LC,24264,20039,1950-05-31,1962-01-30
001244,ALCIDE CORP,ALCD.,013742507,0000708484,2870,325320,P,01,LC,11624,5686,1983-05-26,2004-07-30
001245,AMERISOURCE CORP,ABC1,03071N008,0001476003,5122,422210,P,02,LC,85244,7691,1985-08-15,1989-10-31
001246,IKON OFFICE SOLUTIONS,IKN,451713101,0000003370,5040,423420,P,01,LU,48514,20040,1969-06-16,2008-10-31
001247,ALCOLAC INC,ALC.1,013880109,0000003379,2890,,P,01,LU,56282,25506,1972-12-14,1981-03-31
001248,ALCON LABORATORIES INC,ALB.1,013896105,0000003382,2834,,P,01,LU,53321,25311,1971-10-04,1978-01-31
001249,ALDEBARAN DRILLING CO INC,4306B,013900204,0000351537,1381,213111,P,01,LU,11659,154,1981-09-08,1985-05-31
001250,ALDEN ELECTRONICS INC,ADNE,014086102,0000003398,3661,334210,C,01,LC,85252,7371,1985-01-07,1997-01-13
001251,ALDON INDUSTRIES INC,2904B,014419105,0000003417,2273,314110,C,00X,LU,48733,174,1974-01-01,1978-01-30
001251,ALDON INDUSTRIES INC,2904B,014419105,0000003417,2273,314110,P,01,LU,48733,174,1978-01-31,1981-02-27
001252,ALDRICH CHEMICAL INC,ALDC.,014428106,,5190,,P,01,LU,11683,155,1972-12-14,1975-07-31
001253,ALEXANDER & ALEXANDER,AAL.1,014476105,0000003449,6411,524210,P,01,LU,63845,4,1972-12-14,1997-02-28
001254,MATSON INC,MATX,57686G105,0000003453,4400,483113,P,01,LU,11691,157,1972-12-14,E
001255,ALEXANDER ENERGY CORP,AEOK,014617203,0000355143,1311,211111,P,02,LC,11704,5198,1981-11-19,1996-08-29
001257,ALEXANDER'S INC,ALX,014752109,0000003499,6798,531120,P,01,LU,49330,20041,1969-10-07,E
001258,CAPCO ENERGY INC,CGYNQ,13916P209,0000354767,1311,211111,C,01,LC,11712,5261,1982-02-17,1983-10-28
001259,TAMIR BIOTHECHNOLOGY INC,ACEL.,87509Q105,0000708717,2836,325414,C,01,LC,11739,35,2004-09-09,2009-01-05
001259,TAMIR BIOTHECHNOLOGY INC,ACEL.,87509Q105,0000708717,2836,325414,C,00X,LC,11739,35,1983-08-01,1984-01-30
001259,TAMIR BIOTHECHNOLOGY INC,ACEL.,87509Q105,0000708717,2836,325414,C,01,LC,11739,35,1996-12-05,1999-04-27
001259,TAMIR BIOTHECHNOLOGY INC,ACEL.,87509Q105,0000708717,2836,325414,C,01,LC,11739,35,1984-01-31,1986-11-04
001260,ADRIEN ARPEL INC,AFN.2,007361108,0000724989,2844,325620,P,01,LU,69171,6397,1983-09-20,1998-12-31
001261,ALGERAN INC,ALAQE,015599103,,3451,332721,P,01,LU,11755,165,1979-09-26,1984-04-30
001263,ALGOMA STEEL GROUP INC,ASTL,015658107,0001860805,3312,331110,P,01,LC,81765,28041,1995-07-14,2000-11-30
001263,ALGOMA STEEL GROUP INC,ASTL,015658107,0001860805,3312,331110,P,07,LC,22182,58827,2021-10-20,E
001264,ALGOREX CORP,3ALGD,015867104,0000003535,3672,334412,C,00X,LU,11763,164,1973-07-01,1979-01-30
001264,ALGOREX CORP,3ALGD,015867104,0000003535,3672,334412,C,01,LU,11763,164,1979-01-31,1992-03-11
001266,ALICO INC,ALCO,016230104,0000003545,0100,111310,P,01,LU,11790,153,1972-12-14,E
001268,ALL AMERICAN BURGER INC,TAABQ,016476103,,6794,,P,01,LU,11798,4366,1979-06-18,1981-11-30
001269,ALL AMERICAN GOURMET CO,AAGC.,016505109,0000774380,2030,31142,P,01,LU,85279,7740,1985-09-18,1987-07-31
001270,ALL AMERICAN INDUSTRIES INC,AAMN,016509101,0000225014,3440,,C,00X,LU,28820,6,1973-01-01,1978-07-30
001270,ALL AMERICAN INDUSTRIES INC,AAMN,016509101,0000225014,3440,,P,01,LU,28820,6,1978-07-31,1982-04-30
001271,ALL SEASONS RESORTS INC,3ALSE,016634107,0000739624,7000,721,C,01,LU,11827,6916,1984-03-13,1990-04-30
001274,ALLEGHANY CORP,Y,017175100,0000775368,6331,524126,P,01,LC,17400,22775,1974-01-31,1986-12-23
001274,ALLEGHANY CORP,Y,017175100,0000775368,6331,524126,P,01,LC,71271,20043,1987-01-30,2022-10-31
001274,ALLEGHANY CORP,Y,017175100,0000775368,6331,524126,C,00X,LC,17400,22775,1974-01-01,1974-01-30
001275,ALLEGHENY & WESTERN ENER-OLD,ALGH.,01799Y108,,1311,211111,P,01,LC,11835,163,1982-01-29,1985-11-29
001277,ALLECO INC,5566C,016783938,0000003656,3452,332722,P,02,LC,11843,17,1972-12-14,1988-10-18
001278,SUNBEAM CORPORATION,3SOCNQ,867071102,0000003662,2390,314912,C,01,LC,77829,29239,1992-08-19,2001-02-05
001278,SUNBEAM CORPORATION,3SOCNQ,867071102,0000003662,2390,314912,C,01,LC,18817,20044,1962-01-31,1990-09-28
001278,SUNBEAM CORPORATION,3SOCNQ,867071102,0000003662,2390,314912,C,00X,LC,18817,20044,1950-01-01,1962-01-30
001279,ALLEGHENY ENERGY INC,AYE,017361106,0000003673,4911,2211,C,00X,LU,10137,20045,1951-01-01,1962-01-30
001279,ALLEGHENY ENERGY INC,AYE,017361106,0000003673,4911,2211,P,01,LU,10137,20045,1962-01-31,2011-02-28
001281,ALLEN TELECOM INC,ALN.2,018091108,0000003721,3663,334220,C,01,LU,44740,20046,1967-07-27,2003-07-31
001283,ALLEN ORGAN CO  -CL B,AORGB,017753104,0000003753,3576,334119,P,01,LU,11851,293,1972-12-14,2005-05-11
001284,ALLERGAN PHARMACEUTICALS INC,AGN.3,018492108,0000215038,2834,,P,01,LU,59635,305,1972-12-14,1980-03-31
001285,ALLIANCE TIRE &RUBBER  -CL A,6024B,018789107,,3011,326211,C,01,LU,28855,23581,1962-07-02,1988-05-31
001286,ALLIANCE NORTHWEST INDS INC,3ALNI,018716100,0000745452,5700,442299,C,01,LU,85295,7242,1984-10-01,1992-06-30
001288,ALLIED ARTISTS INDUSTRIES,QAAX,018859108,,3716,,P,01,LU,58747,25614,1976-01-20,1979-03-23
001289,ALLIED ARTISTS PICTURES CORP,AAP.1,018861104,0000003827,7812,,P,01,LC,28863,23582,1965-01-29,1975-12-31
001290,ALLIED BANCSHARES INC-TX,ALBN,018870105,,6020,522110,C,00X,LC,11870,151,1974-01-01,1974-01-30
001290,ALLIED BANCSHARES INC-TX,ALBN,018870105,,6020,522110,P,01,LC,11870,151,1974-01-31,1988-01-29
001291,ALLIED CONTROL INC,ACC.2,019105105,,3620,,P,01,LU,28871,23583,1962-07-02,1974-05-31
001292,ALLIED FARM EQUIPMENT  -CL A,2953B,019177104,0000003877,5080,4218,P,01,LU,11886,160,1978-01-31,1982-07-30
001293,ALLIED FOODS INC,ALFD.,019213107,0000003883,2040,,P,01,LU,11894,159,1972-12-14,1982-09-30
001294,ALLIED MAINTENANCE,ALM.1,019267103,,7340,,P,01,LU,46818,24904,1968-09-17,1982-09-30
001295,ALLIED MILLS INC,ADS.2,019285105,,2040,,P,01,LU,19860,22954,1962-01-31,1973-07-06
001295,ALLIED MILLS INC,ADS.2,019285105,,2040,,C,00X,LU,19860,22954,1949-07-01,1962-01-30
001296,ALLIED NURSING CARE INC,HOPE.1,019359108,0000727326,8082,621610,C,01,LU,11915,6857,1984-02-15,1986-09-15
001297,ALLIED PRODUCTS,ADPC,019411107,0000003941,3540,333513,C,01,LU,26331,20050,1963-03-29,2000-10-02
001299,ALLIED SECURITY INC-OLD,ASCY,019509108,0001172335,7381,56161,P,01,LU,11931,365,1976-07-30,1990-03-15
001299,ALLIED SECURITY INC-OLD,ASCY,019509108,0001172335,7381,56161,C,00X,LU,11931,365,1973-07-01,1976-07-29
001300,HONEYWELL INTERNATIONAL INC,HON,438516106,0000773840,9997,336413,P,01,LC,10145,22168,1962-01-31,E
001300,HONEYWELL INTERNATIONAL INC,HON,438516106,0000773840,9997,336413,C,00X,LC,10145,22168,1950-01-01,1962-01-30
001301,ALLIED STORES,9174A,019519008,,5311,452110,P,01,LU,17304,22766,1962-01-31,1986-12-30
001301,ALLIED STORES,9174A,019519008,,5311,452110,C,00X,LU,17304,22766,1950-02-01,1962-01-30
001302,ALLIED SUPERMARKETS,ASU.1,019537109,,5411,445110,P,01,LC,22074,21872,1986-03-20,1987-07-22
001302,ALLIED SUPERMARKETS,ASU.1,019537109,,5411,445110,P,01,LC,22074,21872,1962-01-31,1978-11-20
001302,ALLIED SUPERMARKETS,ASU.1,019537109,,5411,445110,C,00X,LC,22074,21872,1955-07-01,1962-01-30
001303,ALLIED TECHNOLOGY INC,ALTGQ,019547108,,3812,,P,01,LC,74473,6015,1977-07-29,1980-07-31
001303,ALLIED TECHNOLOGY INC,ALTGQ,019547108,,3812,,C,00X,LC,74473,6015,1976-06-28,1977-07-28
001304,ALLIED TELEPHONE,AT.3,019555507,,4813,,P,01,LU,63423,385,1972-12-14,1983-10-31
001305,ALLIED THERMAL CORP,AS.1,019573104,0000003971,3585,,P,01,LC,53655,25330,1971-12-03,1977-12-31
001306,ALLIED VAN LINES INC,2937B,019580109,0000003975,4213,48412,P,01,LU,11950,185,1972-12-14,1982-03-31
001308,ALLIS-CHALMERS ENERGY INC,ALY,019645506,0000003982,1381,213111,C,00X,LC,10153,22169,1950-01-01,1962-01-30
001308,ALLIS-CHALMERS ENERGY INC,ALY,019645506,0000003982,1381,213111,C,02,LC,90335,22169,2004-09-13,2011-02-28
001308,ALLIS-CHALMERS ENERGY INC,ALY,019645506,0000003982,1381,213111,C,02,LC,10153,22169,1962-01-31,1988-12-02
001309,ALLISON STEEL MFG CO,ASE.1,019717107,0000003998,3310,,P,01,LU,44724,24771,1967-07-20,1971-12-31
001311,ALC COMMUNICATIONS INC,ALC.2,001575307,0000783425,4813,513310,C,02,LU,85033,5931,1983-04-20,1995-08-31
001312,ALLOY METAL PRODUCTS INC,2874B,019852102,0000004006,3310,331,P,01,LC,11966,175,1978-01-31,1981-02-27
001313,ALLOYS UNLIMITED INC,AU.5,019861103,,3674,,P,01,LU,28898,23584,1965-01-29,1970-06-30
001314,ALLRIGHT AUTO PARKS INC,ALR.3,019879105,0000004013,7500,,P,01,LU,42737,24631,1965-11-30,1982-07-30
001315,ALLY & GARGANO INC,AGAI.,019901107,0000731773,7311,541810,P,01,LU,11974,6716,1983-12-15,1986-08-29
001318,ALLTEL CORP,AT.2,020039103,0000065873,4812,517212,P,01,LU,41443,20057,1965-01-18,2007-11-30
001319,ALLYN & BACON INC,ALYN.,020051108,0000004047,2731,,P,01,LU,11982,187,1972-12-14,1981-06-30
001320,ALMADEN VINEYARDS INC-DEL,ALV.3,020287108,,2080,,P,01,LU,84284,417,1972-12-14,1973-08-28
001322,ALMY STORES INC,ALY.1,020425104,0000042675,5311,,P,01,LU,49103,25047,1969-08-28,1984-07-31
001323,ALNAN INC,EKO.1,020435103,,5661,,P,01,LC,42497,24617,1965-09-30,1975-06-30
001324,SCHERER HEALTHCARE INC,SCHR.1,806530101,0000703598,4955,562211,C,01,LU,12002,172,1979-01-31,2003-01-31
001324,SCHERER HEALTHCARE INC,SCHR.1,806530101,0000703598,4955,562211,C,00X,LU,12002,172,1974-08-01,1979-01-30
001325,ALOHA INC,ALO.4,020486106,0000004082,4512,4811,P,01,LU,61268,25659,1979-12-14,1986-12-31
001326,ALPEX COMPUTER CORP,2799B,020714101,0000004107,6799,,C,01,LU,12037,177,1979-01-31,1980-01-25
001326,ALPEX COMPUTER CORP,2799B,020714101,0000004107,6799,,C,00X,LU,12037,177,1975-01-01,1979-01-30
001327,SKYWORKS SOLUTIONS INC,SWKS,83088M102,0000004127,3674,334413,P,01,LU,45911,20058,1968-03-13,E
001328,ALPHA SOLARCO INC,FBSM,31563E103,,3433,333414,C,01,LC,12045,364,1979-10-16,1982-10-07
001328,ALPHA SOLARCO INC,FBSM,31563E103,,3433,333414,C,01,LC,12045,364,1985-05-12,1996-11-11
001329,ALPHANUMERIC INC,ALFA.2,020789103,0000004156,3640,,C,01,LU,12053,158,1979-01-31,1982-10-11
001330,ALPHATYPE CORP,ALTP,020815106,0000004157,3555,,P,01,LU,12061,182,1977-10-31,1981-03-31
001331,ALPINE GROUP INC,APNI,020825600,0000004164,3357,335929,C,00X,LU,68814,162,1973-05-01,1979-12-30
001331,ALPINE GROUP INC,APNI,020825600,0000004164,3357,335929,P,01,LU,68814,162,1979-12-31,2002-07-11
001332,ASIA SUPERNET CORP,3ASUPE,04517Q100,0000004165,6513,531110,C,00X,LC,12096,309,1976-08-24,1978-01-30
001332,ASIA SUPERNET CORP,3ASUPE,04517Q100,0000004165,6513,531110,C,01,LC,12096,309,1978-01-31,1989-01-18
001333,ALPHA PETROLEUM EXPLORATION,APET,020902102,0000090685,1311,211111,C,01,LU,78233,26525,1982-11-01,1984-09-05
001334,NQL INC,NQLIQ,629369109,0001122965,7373,541512,P,01,LU,12117,170,1981-06-18,2001-09-17
001338,ALTA ENERGY CORP-OLD,ALTE.1,02199Y201,,1311,211111,C,00X,LC,12125,5180,1981-11-11,1989-06-30
001341,ALTAIR CORP-DEL,ALTA.1,021367107,0000004206,2040,,P,01,LC,12141,179,1972-12-14,1985-07-18
001342,ALTAIR CORP-PUERTO RICO,AAIR.1,021368105,0000017592,6799,,C,01,LC,12160,3,1980-01-31,1982-10-14
001343,ALTAMIL CORP,ALW.1,021375100,,3714,,C,01,LU,40096,24432,1964-01-15,1983-12-30
001344,ALTEC CORP,4156B,021438106,0000004215,3651,334310,P,01,LU,44580,24763,1967-06-19,1983-11-30
001345,ALTERMAN INVESTMENT FUND,3ALRM,021447107,0000315127,5411,,C,01,LU,42032,24585,1965-06-03,1980-04-25
001346,ALTERNACARE CORP,ALTN.1,021450101,0000744084,8011,621111,P,01,LU,12168,7118,1984-07-03,1988-03-31
001347,ALTEX OIL CORP,AOC.2,021456108,0000004233,1389,213112,C,00X,LC,63853,184,1975-05-15,1975-11-27
001347,ALTEX OIL CORP,AOC.2,021456108,0000004233,1389,213112,C,01,LC,63853,184,1975-11-28,1985-10-31
001348,ALTIUS CORP,3044B,021492103,0000004241,3443,332313,C,00X,LU,12176,22334,1973-02-01,1979-01-30
001348,ALTIUS CORP,3044B,021492103,0000004241,3443,332313,C,01,LU,12176,22334,1979-01-31,1984-08-31
001349,ALTON PACKAGING CORP,ALTN.2,021690102,0000004253,2600,,C,01,LU,12184,181,1972-12-14,1981-09-30
001350,ALTOS COMPUTER SYS,ALTO.1,022060107,0001430124,3571,334111,P,01,LU,12192,5675,1982-11-04,1990-08-31
001351,ALTRON INC,ALRN.,022092100,0000741339,3672,334412,P,01,LU,12205,7167,1984-08-07,1998-11-30
001356,ALCOA INC,AA.3,013817507,,3720,3364,C,00X,LC,24643,20060,1951-06-11,1962-01-30
001356,ALCOA INC,AA.3,013817507,,3720,3364,P,01,LC,24643,20060,1962-01-31,2016-10-31
001358,ALUMINUM SPECIALTY CO,ALY.2,022303101,0000004288,3390,,C,01,LU,47474,24942,1969-01-15,1974-01-31
001359,ALZA CORP,AZA.1,022615108,0000004310,2834,325412,P,01,LU,64856,20061,1983-06-08,2001-06-29
001360,SENTO CORP,SNTO,816918205,0000004317,7373,541512,C,01,LC,84260,15153,1996-11-19,2007-09-12
001360,SENTO CORP,SNTO,816918205,0000004317,7373,541512,C,01,LC,12213,205,1980-01-24,1992-05-26
001362,AMALGAMATED SUGAR CO,AGM.2,022771109,0000004339,2060,,P,01,LU,24555,23278,1962-01-31,1982-11-03
001362,AMALGAMATED SUGAR CO,AGM.2,022771109,0000004339,2060,,C,00X,LU,24555,23278,1951-02-28,1962-01-30
001363,BESTWAY INC,BSWY,086584307,0000004344,7359,532210,C,01,LC,12221,193,1979-01-31,1989-08-16
001363,BESTWAY INC,BSWY,086584307,0000004344,7359,532210,C,01,LC,12221,193,1995-12-19,2004-12-20
001363,BESTWAY INC,BSWY,086584307,0000004344,7359,532210,C,00X,LC,12221,193,1978-04-13,1979-01-30
001364,AMAREX INC,4150B,023006109,,1311,211111,P,01,LU,12240,242,1972-12-14,1984-02-29
001365,AMAX INC,AMX.2,023127103,0000004363,3334,331312,C,00X,LC,10161,20063,1950-01-01,1962-01-30
001365,AMAX INC,AMX.2,023127103,0000004363,3334,331312,P,01,LC,10161,20063,1962-01-31,1993-10-29
001366,AMBAC INDUSTRIES INC,AB.1,023141104,0000004368,3714,523999,C,00X,LU,10188,22170,1950-01-01,1962-01-30
001366,AMBAC INDUSTRIES INC,AB.1,023141104,0000004368,3714,523999,P,01,LU,10188,22170,1962-01-31,1978-06-30
001367,AMBER RESOURCES CO OF COLO,3AMBEQ,023184203,0000276750,9995,999990,C,02,LC,12264,198,1979-02-13,1986-06-24
001368,AMBRA OIL & GAS CO,AOGCE,023312101,0000311342,1311,,P,01,LU,12272,292,1980-07-17,1986-08-29
001369,AMBRIT INC,ABI.1,023363104,0000319678,2060,3113,P,01,LC,66229,2402,1981-01-06,1989-12-29
001370,AMBULATORY MEDICAL CARE INC,AMED.,023365109,0000724126,8011,621111,C,01,LC,12299,6350,1983-12-30,1993-09-27
001372,AMCAST INDUSTRIAL CORP,AICOQ,023395106,0000027425,3714,336340,P,01,LU,12320,1336,1972-12-14,2003-03-31
001373,AMCO INDS INC,AIU.,023411101,,5010,,C,00X,LC,28935,23588,1962-07-02,1965-01-28
001373,AMCO INDS INC,AIU.,023411101,,5010,,P,01,LC,28935,23588,1965-01-29,1975-11-28
001374,AMCOLE ENERGY CORP,AMLE,023412208,0000004410,4922,486210,C,01,LU,12328,224,1975-12-30,1988-06-03
001375,AMDISCO CORP,ADSO.1,023424104,0000004786,9995,,P,01,LU,17670,74,1962-01-31,1983-10-31
001375,AMDISCO CORP,ADSO.1,023424104,0000004786,9995,,C,00X,LU,17670,74,1949-10-01,1962-01-30
001376,AMECO INC,AMEC,023429103,0000004435,3663,,P,01,LC,42921,24645,1966-01-31,1972-05-31
001377,AMEDCO INC,AMY.1,023433105,0000004436,3990,3399,P,01,LU,63087,212,1978-01-31,1986-09-25
001377,AMEDCO INC,AMY.1,023433105,0000004436,3990,3399,C,00X,LU,63087,212,1974-01-01,1978-01-30
001378,AMELCO CORP,AMLC,023438104,0000004438,1731,235310,C,01,LU,12387,223,1973-01-31,1974-10-28
001379,AMERACE CORP,AAE.2,023519101,,3050,,P,01,LU,26227,23394,1962-01-31,1984-09-28
001380,HESS CORP,HES,42809H107,0000004447,1311,2111,P,01,LC,28484,20064,1964-03-31,E
001381,AMERFORD INTERNATIONAL CORP,3AMRFE,023609100,,4731,488510,C,01,LU,12408,5250,1981-12-29,1989-09-11
001382,US AIRWAYS GROUP INC,LCC,90341W108,0000701345,4512,481111,P,01,LC,80778,5814,1994-09-21,2005-09-26
001382,US AIRWAYS GROUP INC,LCC,90341W108,0000701345,4512,481111,P,01,LC,12424,5814,1983-02-25,1994-08-25
001382,US AIRWAYS GROUP INC,LCC,90341W108,0000701345,4512,481111,P,01,LC,90893,47434,2005-09-27,2013-12-31
001383,AMERICAN ADVENTURE INC,5714B,023685100,0000813606,7997,713990,C,01,LC,12432,9056,1981-08-18,1987-03-25
001383,AMERICAN ADVENTURE INC,5714B,023685100,0000813606,7997,713990,C,01,LC,11206,9056,1987-03-26,1987-11-06
001384,AMERICAN AGGREGATES CORP,AMAG.1,023717101,0000004504,1400,2123,P,01,LU,12459,192,1978-07-25,1987-03-31
001385,AMERICAN AGRI-FUELS CORP,4037B,023726102,,2860,3251,P,01,LU,12467,1895,1979-12-05,1983-09-30
001386,AMERICAN AGRONOMICS,AGR.1,023735103,,2030,31142,C,01,LC,51190,21337,1970-09-28,1987-04-29
001387,AMERICAN AIR FILTER INC,AAF.1,023753106,,3564,,P,01,LU,42235,24599,1965-07-09,1978-09-29
001390,AMERICAN APPRAISAL ASSOC INC,AMCA.1,023852106,,6531,,P,01,LU,12475,199,1972-12-14,1984-08-31
001391,AMCORD INC,AAC.4,023904105,0000004421,3241,,P,01,LC,38877,24344,1963-01-22,1979-11-30
001392,AMDAHL CORP,AMH.1,023905102,0000004427,3571,334111,P,01,LU,60046,209,1976-08-12,1997-09-30
001393,U-HAUL HOLDING CO,UHAL,023586100,0000004457,7510,532120,J,05,LC,23505,30020,2022-11-10,E
001393,U-HAUL HOLDING CO,UHAL,023586100,0000004457,7510,532120,P,01,LU,81073,30020,1994-11-03,E
001394,AMERICAN BAKERIES CO,ABA.1,024069106,0000004563,2050,3118,P,01,LC,15843,22638,1962-01-31,1986-12-04
001394,AMERICAN BAKERIES CO,ABA.1,024069106,0000004563,2050,3118,C,00X,LC,15843,22638,1950-01-01,1962-01-30
001395,AMERICAN BANK NOTE CO,ABN.2,024375107,0000004579,2750,,P,01,LU,10217,22174,1962-01-31,1970-01-16
001395,AMERICAN BANK NOTE CO,ABN.2,024375107,0000004579,2750,,C,00X,LU,10217,22174,1950-01-01,1962-01-30
001397,AMERICAN BILTRITE INC,ABLT,024591406,0000004611,2670,322220,P,01,LC,39482,20066,1963-08-01,2012-01-26
001402,AMERICAN BIOMEDICAL CORP,ABMD.,024616104,0000004617,8060,,P,01,LU,12571,24,1972-12-14,1978-05-31
001408,BEAM INC,BEAM.2,073730103,0000789073,2085,312140,P,01,LC,10225,20067,1962-01-31,2014-04-30
001408,BEAM INC,BEAM.2,073730103,0000789073,2085,312140,C,00X,LC,10225,20067,1950-01-01,1962-01-30
001409,AMERICAN BROADCASTING,ABC.2,024735102,0000897584,4833,513120,P,01,LU,10233,22176,1962-01-31,1986-01-31
001409,AMERICAN BROADCASTING,ABC.2,024735102,0000897584,4833,513120,C,00X,LU,10233,22176,1950-01-01,1962-01-30
001410,ABM INDUSTRIES INC,ABM,000957100,0000771497,7340,561720,P,01,LU,47730,20068,1969-02-13,E
001411,AMERICAN BUSINESS PRODS/GA,ABP.2,024763104,0000004672,2670,322221,P,01,LU,56119,20069,1972-12-14,2000-02-29
001412,ABI AMERICAN BUSINESSPHONE,AB.2,000771105,0000813608,7385,561499,P,01,LU,75000,7360,1984-12-21,1988-10-31
001414,PRIMERICA INC,PRI,74164M108,0001475922,6311,524113,C,00X,LC,10241,22177,1950-01-01,1962-01-30
001414,PRIMERICA INC,PRI,74164M108,0001475922,6311,524113,P,02,LC,93330,53383,2010-04-01,E
001414,PRIMERICA INC,PRI,74164M108,0001475922,6311,524113,P,01,LC,10241,22177,1962-01-31,1988-12-15
001415,AMERICAN CAPITAL CORP-OLD,ACC.1,02499Y109,0000004707,1531,,P,01,LC,54332,20070,1972-03-02,1984-01-30
001416,AMERICAN CAPITAL CORP,ACCN,024898108,0000760684,6036,522120,C,01,LC,54332,20070,1984-01-31,1991-12-09
001417,INVESCO BOND FUND,VBF,46132L107,0000005094,6726,525990,P,01,LC,51916,20071,1982-01-29,E
001418,TRANSFINANCIAL HOLDINGS INC,TFHIZ,89365P106,0000719271,6153,522320,C,01,LC,77200,11193,2000-07-10,2002-04-29
